date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:40:00	162/162	---M-Z	404	error ('Not%20Found')	text/html	date:Sat,%2030%20Sep%202017%2019:39:56%20GMT	http://marketplace.editmysite.com/elements/772053444736081596-1.0.0/assets/	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/marketplace.editmysite.com/elements/772053444736081596-1.0.0/assets/index.html	(from http://gasparellyshow.weebly.com/)
16:40:00	11039/11039	---M-Z	200	added ('OK')	application/x-javascript	etag:M0-89ff4ba8	https://secure.quantserve.com/quant.js	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/secure.quantserve.com/quant.js	(from http://gasparellyshow.weebly.com/)
16:40:00	35/35	---M--	200	added ('OK')	image/gif	date:Sat,%2030%20Sep%202017%2019:39:57%20GMT	http://pixel.quantserve.com/pixel/p-0dYLvhSGGqUWo.gif?labels=l0,u105336261.u105336261s133399355564389340	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/pixel.quantserve.com/pixel/p-0dYLvhSGGqUWo3e86.gif	(from http://gasparellyshow.weebly.com/)
16:40:00	6377/6377	---M--	200	added ('OK')	application/javascript	etag:%22878447d3b-18e9-556f49a29e880%22	http://gasparellyshow.weebly.com/files/theme/custom.js?1491424698	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/gasparellyshow.weebly.com/files/theme/customd4a8.js	(from http://gasparellyshow.weebly.com/)
16:40:08	67465/67465	---M--	200	added ('OK')	application/javascript	etag:%22877f6f0db-10789-556f49a29e880%22	http://gasparellyshow.weebly.com/files/theme/plugins.js?1491424698	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/gasparellyshow.weebly.com/files/theme/pluginsd4a8.js	(from http://gasparellyshow.weebly.com/)
16:40:11	64715/64715	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2259cd7c1e-fccb%22	http://cdn2.editmysite.com/fonts/Proxima-Light/267447_4_0.eot?321123596	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/fonts/Proxima-Light/267447_4_0c118.eot	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:11	64715/64715	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2259c42e75-fccb%22	http://cdn2.editmysite.com/fonts/Proxima-Light/267447_4_0.eot?123596	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/fonts/Proxima-Light/267447_4_038c7.eot	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:15	83404/83404	---M--	200	added ('OK')	application/font-woff	etag:%2259c1b014-145cc%22	http://cdn2.editmysite.com/fonts/Proxima-Light/267447_4_0.woff?123596	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/fonts/Proxima-Light/267447_4_038c7.woff	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:21	60074/60074	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2259cc1e84-eaaa%22	http://cdn2.editmysite.com/fonts/Proxima-Semibold/267447_5_0.eot?123596	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/fonts/Proxima-Semibold/267447_5_038c7.eot	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:21	60074/60074	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%2259bb17fc-eaaa%22	http://cdn2.editmysite.com/fonts/Proxima-Semibold/267447_5_0.eot?	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/fonts/Proxima-Semibold/267447_5_0d41d.eot	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:22	209560/209560	---M-Z	200	added ('OK')	font/ttf	etag:%2259cc1e84-33298%22	http://cdn2.editmysite.com/fonts/Proxima-Light/267447_4_0.ttf?123596	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/fonts/Proxima-Light/267447_4_038c7.ttf	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:22	3316/3316	---M--	200	added ('OK')	image/png	etag:%22b990be86efb765402df96de07ff676ed%22	http://cdn2.editmysite.com/images/util/videojs/white-bar.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/white-bar.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:22	934/934	---M--	200	added ('OK')	image/png	etag:%22b7bb9f86cd372171ddb601013f7b7ecc%22	http://cdn2.editmysite.com/images/util/videojs/@2x/white-bar.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/@2x/white-bar.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:22	1062/1062	---M--	200	added ('OK')	image/png	etag:%22e3a4510b856d2e6af899829f916aed5c%22	http://cdn2.editmysite.com/images/util/videojs/gradient.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/gradient.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:23	1066/1066	---M--	200	added ('OK')	image/png	etag:%225f79d3a4fcbd47a8915f4b76d8d391f2%22	http://cdn2.editmysite.com/images/util/videojs/@2x/gradient.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/@2x/gradient.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:24	10847/10847	---M--	200	added ('OK')	image/png	etag:%2259c1b014-2a5f%22	http://cdn2.editmysite.com/sprites/util/videojs-sacae758aa2.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/sprites/util/videojs-sacae758aa2.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:25	1147/1147	---M--	200	added ('OK')	image/png	etag:%22238628d5193eed29afba56881c2062b6%22	http://cdn2.editmysite.com/images/util/videojs/volume-filled.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/volume-filled.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:25	1333/1333	---M--	200	added ('OK')	image/png	etag:%2294ad4962ec7aae96fd39acf13b05c5ff%22	http://cdn2.editmysite.com/images/util/videojs/@2x/volume-filled.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/@2x/volume-filled.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:26	1179/1179	---M--	200	added ('OK')	image/png	etag:%225baf4223095c9cbd9975106f31b0885f%22	http://cdn2.editmysite.com/images/util/videojs/volume-mute.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/volume-mute.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:26	71730/71730	---M--	200	added ('OK')	application/font-woff	etag:%2259c1b014-11832%22	http://cdn2.editmysite.com/fonts/Proxima-Semibold/267447_5_0.woff?123596	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/fonts/Proxima-Semibold/267447_5_038c7.woff	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:26	1303/1303	---M--	200	added ('OK')	image/png	etag:%2202ddb113f1cb06b58d6b9bbfcc0f9da1%22	http://cdn2.editmysite.com/images/util/videojs/@2x/volume-mute.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/@2x/volume-mute.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:26	942/942	---M--	200	added ('OK')	image/png	etag:%220521e97e2016ab9bba1894ae3f8ac129%22	http://cdn2.editmysite.com/images/util/videojs/@2x/blue-bar.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/@2x/blue-bar.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:27	3318/3318	---M--	200	added ('OK')	image/png	etag:%22cada038924133711192a57d0631ad1d6%22	http://cdn2.editmysite.com/images/util/videojs/blue-bar.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/blue-bar.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:27	1146/1146	---M--	200	added ('OK')	image/png	etag:%22eea250c94c3ef64a203ecca50bd37834%22	http://cdn2.editmysite.com/images/util/videojs/maximize-icon.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/maximize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:27	25072/25072	---M--	200	added ('OK')	image/png	etag:%2259c30617-61f0%22	http://cdn2.editmysite.com/sprites/util/videojs/@2x-s2aff7e7d9a.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/sprites/util/videojs/@2x-s2aff7e7d9a.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:27	1312/1312	---M--	200	added ('OK')	image/png	etag:%229bd271b63d9159b54a44a04ffc35004c%22	http://cdn2.editmysite.com/images/util/videojs/@2x/maximize-icon.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/@2x/maximize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:27	1188/1188	---M--	200	added ('OK')	image/png	etag:%22a39e27a424bc264a078f1cae0684324f%22	http://cdn2.editmysite.com/images/util/videojs/minimize-icon.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/minimize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:27	1379/1379	---M--	200	added ('OK')	image/png	etag:%224a334a802fc406f71a130d1a5e9f9fc5%22	http://cdn2.editmysite.com/images/util/videojs/@2x/minimize-icon.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/@2x/minimize-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:28	3434/3434	---M--	200	added ('OK')	image/png	etag:%2222d7478d7d87858ddc07bec0d2d15af2%22	http://cdn2.editmysite.com/images/util/videojs/play-icon.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/play-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:28	6448/6448	---M--	200	added ('OK')	image/png	etag:%22125b63f21f0b6dbc58089378e2bd996f%22	http://cdn2.editmysite.com/images/util/videojs/@2x/play-icon.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/@2x/play-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:29	169128/169128	---M-Z	200	added ('OK')	font/ttf	etag:%2259bb17fc-294a8%22	http://cdn2.editmysite.com/fonts/Proxima-Semibold/267447_5_0.ttf?123596	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/fonts/Proxima-Semibold/267447_5_038c7.ttf	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:30	3386/3386	---M--	200	added ('OK')	image/png	etag:%22cb77cf241f8c1438d3de778a3ceec41e%22	http://cdn2.editmysite.com/images/util/videojs/loading-icon.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/loading-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:30	5668/5668	---M--	200	added ('OK')	image/png	etag:%2220914a2c130af40eec4c7d00e0258b68%22	http://cdn2.editmysite.com/images/util/videojs/@2x/loading-icon.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/@2x/loading-icon.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:30	4034/4034	---M--	200	added ('OK')	image/png	etag:%2261dafe0f6d2ca774a65b1550f051eed1%22	http://cdn2.editmysite.com/images/common/buttons/small_grey.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/common/buttons/small_grey.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:30	11573/11573	---M--	200	added ('OK')	image/png	etag:%22aeab26ec41cbf19c0a51bae5ebaeff8c%22	http://cdn2.editmysite.com/images/util/videojs/sad-face.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/sad-face.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:31	3620/3620	---M--	200	added ('OK')	image/png	etag:%2245c052c77ba22937d30b814da5ce0573%22	http://cdn2.editmysite.com/images/common/buttons/small_blue.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/common/buttons/small_blue.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:31	4106/4106	---M--	200	added ('OK')	image/png	etag:%22b86e2dec881d77912f2b51d270cd57fe%22	http://cdn2.editmysite.com/images/old/button/large_grey.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/old/button/large_grey.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:32	23396/23396	---M--	200	added ('OK')	image/png	etag:%227e44a970dea9d5d896f09eceea67d755%22	http://cdn2.editmysite.com/images/util/videojs/@2x/sad-face.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/util/videojs/@2x/sad-face.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:32	1363/1363	---M--	200	added ('OK')	image/png	etag:%2257e00b9c62394b2e16fad248b9827803%22	http://cdn2.editmysite.com/images/common/search-light.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/common/search-light.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:32	3902/3902	---M--	200	added ('OK')	image/png	etag:%22a1f5ce729a68ba04a7d10fde0ffe1c93%22	http://cdn2.editmysite.com/images/common/buttons/large_blue.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/common/buttons/large_blue.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:32	605/605	---M--	200	added ('OK')	image/png	etag:%22cc8c2ae5040116b5c226835c9dabf900%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-button.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/common/blog/blog-comment-button.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:32	9281/9281	---M--	200	added ('OK')	image/png	etag:%22ea06d0e3d3b2e362d1a851ae90fe3cc3%22	http://cdn2.editmysite.com/images/common/social_icons.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/common/social_icons.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:32	395/395	---M--	200	added ('OK')	image/png	etag:%22c1fba4a7097392ef0d29d699eaa4bce4%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-header.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/common/blog/blog-comment-header.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:32	249/249	---M--	200	added ('OK')	image/png	etag:%228eccf7fccea52d8473809d85ca5242fe%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-pointer.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/common/blog/blog-comment-pointer.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:33	202/202	---M--	200	added ('OK')	image/png	etag:%22d5a8a06943665bba7e937ec338ccafdc%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-link.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/common/blog/blog-comment-link.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:33	388/388	---M--	200	added ('OK')	image/png	etag:%22a9b8ec4da0076df28af0cd61c400f018%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-header-author.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/common/blog/blog-comment-header-author.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
16:40:33	271/271	---M--	200	added ('OK')	image/png	etag:%225079e4e7c2df7ad4294c8077b4461dd9%22	http://cdn2.editmysite.com/images/common/blog/blog-comment-pointer-author.png	C:/Users/cleilson/Documents/My%20Web%20Sites/weebly/cdn2.editmysite.com/images/common/blog/blog-comment-pointer-author.png	(from http://cdn2.editmysite.com/css/sites.css?buildTime=1493942303)
